cancer_classification,SEX_CHARACTER,YEAR,Age_Group,Cases_by_Age,TOTAL
Stomach (C16),M,1980,N0_4,0,9500
Stomach (C16),M,1981,N0_4,0,9330
Stomach (C16),M,1982,N0_4,0,9177
Stomach (C16),M,1983,N0_4,0,14342
Stomach (C16),M,1984,N0_4,0,13718
Stomach (C16),M,1985,N0_4,2,13865
Stomach (C16),M,1986,N0_4,1,13881
Stomach (C16),M,1987,N0_4,0,13735
Stomach (C16),M,1988,N0_4,0,15796
Stomach (C16),M,1989,N0_4,0,17202
Stomach (C16),M,1990,N0_4,1,16666
Stomach (C16),M,1991,N0_4,0,16366
Stomach (C16),M,1992,N0_4,1,16626
Stomach (C16),M,1993,N0_4,1,16353
Stomach (C16),M,1994,N0_4,0,16983
Stomach (C16),M,1995,N0_4,0,16566
Stomach (C16),M,1996,N0_4,0,16384
Stomach (C16),M,1997,N0_4,0,16429
Stomach (C16),M,1998,N0_4,0,17321
Stomach (C16),M,1999,N0_4,0,17221
Stomach (C16),M,2000,N0_4,1,16768
Stomach (C16),M,2001,N0_4,0,16455
Stomach (C16),M,2002,N0_4,0,16067
Stomach (C16),M,2003,N0_4,0,16936
Stomach (C16),M,2004,N0_4,0,16697
Stomach (C16),M,2005,N0_4,0,16465
Stomach (C16),M,2006,N0_4,0,16271
Stomach (C16),M,2007,N0_4,0,16345
Stomach (C16),M,2008,N0_4,0,16165
Stomach (C16),M,2009,N0_4,0,16000
Stomach (C16),M,2010,N0_4,0,15696
Stomach (C16),M,2011,N0_4,0,15656
Stomach (C16),M,2012,N0_4,1,15454
Stomach (C16),M,2013,N0_4,0,15351
Stomach (C16),M,2014,N0_4,0,14898
Stomach (C16),M,2015,N0_4,0,14832
Stomach (C16),M,2016,N0_4,0,14867
Stomach (C16),M,2017,N0_4,0,13710
Stomach (C16),F,1953,N0_4,0,1272
Stomach (C16),F,1954,N0_4,0,1259
Stomach (C16),F,1955,N0_4,0,1265
Stomach (C16),F,1956,N0_4,0,1232
Stomach (C16),F,1957,N0_4,0,1178
Stomach (C16),F,1958,N0_4,0,1209
Stomach (C16),F,1959,N0_4,0,1247
Stomach (C16),F,1960,N0_4,0,1217
Stomach (C16),F,1961,N0_4,0,1158
Stomach (C16),F,1962,N0_4,0,1106
Stomach (C16),F,1963,N0_4,0,1166
Stomach (C16),F,1964,N0_4,0,1082
Stomach (C16),F,1965,N0_4,0,1091
Stomach (C16),F,1966,N0_4,0,1004
Stomach (C16),F,1967,N0_4,0,1081
Stomach (C16),F,1968,N0_4,0,1022
Stomach (C16),F,1969,N0_4,0,1001
Stomach (C16),F,1970,N0_4,0,1032
Stomach (C16),F,1971,N0_4,0,5681
Stomach (C16),F,1972,N0_4,0,5569
Stomach (C16),F,1973,N0_4,0,5783
Stomach (C16),F,1974,N0_4,0,5774
Stomach (C16),F,1975,N0_4,0,5995
Stomach (C16),F,1976,N0_4,0,5597
Stomach (C16),F,1977,N0_4,0,5786
Stomach (C16),F,1978,N0_4,2,6422
Stomach (C16),F,1979,N0_4,0,6395
Stomach (C16),F,1980,N0_4,0,6291
Stomach (C16),F,1981,N0_4,0,6401
Stomach (C16),F,1982,N0_4,0,6192
Stomach (C16),F,1983,N0_4,1,9929
Stomach (C16),F,1984,N0_4,0,9707
Stomach (C16),F,1985,N0_4,0,9727
Stomach (C16),F,1986,N0_4,2,9465
Stomach (C16),F,1987,N0_4,0,9596
Stomach (C16),F,1988,N0_4,0,10582
Stomach (C16),F,1989,N0_4,0,11488
Stomach (C16),F,1990,N0_4,0,11189
Stomach (C16),F,1991,N0_4,0,10947
Stomach (C16),F,1992,N0_4,0,10989
Stomach (C16),F,1993,N0_4,0,10815
Stomach (C16),F,1994,N0_4,0,10928
Stomach (C16),F,1995,N0_4,0,10834
Stomach (C16),F,1996,N0_4,0,10530
Stomach (C16),F,1997,N0_4,0,10531
Stomach (C16),F,1998,N0_4,0,11355
Stomach (C16),F,1999,N0_4,0,11112
Stomach (C16),F,2000,N0_4,0,11033
Stomach (C16),F,2001,N0_4,0,10691
Stomach (C16),F,2002,N0_4,0,10372
Stomach (C16),F,2003,N0_4,0,10969
Stomach (C16),F,2004,N0_4,0,10908
Stomach (C16),F,2005,N0_4,0,10389
Stomach (C16),F,2006,N0_4,0,10227
Stomach (C16),F,2007,N0_4,0,10294
Stomach (C16),F,2008,N0_4,0,10259
Stomach (C16),F,2009,N0_4,0,10088
Stomach (C16),F,2010,N0_4,0,9940
Stomach (C16),F,2011,N0_4,0,9813
Stomach (C16),F,2012,N0_4,0,9604
Stomach (C16),F,2013,N0_4,0,9559
Stomach (C16),F,2014,N0_4,0,9225
Stomach (C16),F,2015,N0_4,0,9288
Stomach (C16),F,2016,N0_4,0,9027
Stomach (C16),F,2017,N0_4,0,8359
Colon (C18),M,1953,N0_4,0,585
Colon (C18),M,1954,N0_4,0,584
Colon (C18),M,1955,N0_4,0,577
Colon (C18),M,1956,N0_4,0,587
Colon (C18),M,1957,N0_4,0,579
Colon (C18),M,1958,N0_4,1,708
Colon (C18),M,1959,N0_4,0,722
Colon (C18),M,1960,N0_4,0,704
Colon (C18),M,1961,N0_4,0,794
Colon (C18),M,1962,N0_4,0,756
Colon (C18),M,1963,N0_4,0,826
Colon (C18),M,1964,N0_4,0,830
Colon (C18),M,1965,N0_4,0,898
Colon (C18),M,1966,N0_4,0,886
Colon (C18),M,1967,N0_4,0,973
Colon (C18),M,1968,N0_4,0,958
Colon (C18),M,1969,N0_4,0,970
Colon (C18),M,1970,N0_4,0,1011
Colon (C18),M,1971,N0_4,0,5795
Colon (C18),M,1972,N0_4,0,5909
Colon (C18),M,1973,N0_4,0,6314
Colon (C18),M,1974,N0_4,0,6539
Colon (C18),M,1975,N0_4,0,6672
Colon (C18),M,1976,N0_4,0,6867
Colon (C18),M,1977,N0_4,0,7167
Colon (C18),M,1978,N0_4,0,8081
Colon (C18),M,1979,N0_4,0,8287
Colon (C18),M,1980,N0_4,0,8753
Colon (C18),M,1981,N0_4,0,8944
Colon (C18),M,1982,N0_4,0,9149
Colon (C18),M,1983,N0_4,1,11238
Colon (C18),M,1984,N0_4,1,11525
Colon (C18),M,1985,N0_4,0,11889
Colon (C18),M,1986,N0_4,0,12209
Colon (C18),M,1987,N0_4,0,12904
Colon (C18),M,1988,N0_4,0,14372
Colon (C18),M,1989,N0_4,0,16838
Colon (C18),M,1990,N0_4,0,17178
Colon (C18),M,1991,N0_4,0,17696
Colon (C18),M,1992,N0_4,0,18676
Colon (C18),M,1993,N0_4,0,19640
Colon (C18),M,1994,N0_4,1,21112
Colon (C18),M,1995,N0_4,0,21109
Colon (C18),M,1996,N0_4,0,22246
Colon (C18),M,1997,N0_4,0,22815
Colon (C18),M,1998,N0_4,0,25514
Colon (C18),M,1999,N0_4,0,26225
Colon (C18),M,2000,N0_4,0,27025
Colon (C18),M,2001,N0_4,2,27549
Colon (C18),M,2002,N0_4,1,27655
Colon (C18),M,2003,N0_4,0,30645
Colon (C18),M,2004,N0_4,0,31766
Colon (C18),M,2005,N0_4,0,32528
Colon (C18),M,2006,N0_4,0,33149
Colon (C18),M,2007,N0_4,1,34349
Colon (C18),M,2008,N0_4,1,36232
Colon (C18),M,2009,N0_4,0,37263
Colon (C18),M,2010,N0_4,0,38316
Colon (C18),M,2011,N0_4,1,38391
Colon (C18),M,2012,N0_4,1,39042
Colon (C18),M,2013,N0_4,0,39762
Colon (C18),M,2014,N0_4,0,41216
Colon (C18),M,2015,N0_4,0,41824
Colon (C18),M,2016,N0_4,1,41807
Colon (C18),M,2017,N0_4,0,38887
Colon (C18),F,1953,N0_4,0,676
Colon (C18),F,1954,N0_4,0,644
Colon (C18),F,1955,N0_4,0,727
Colon (C18),F,1956,N0_4,0,718
Colon (C18),F,1957,N0_4,0,730
Colon (C18),F,1958,N0_4,0,841
Colon (C18),F,1959,N0_4,0,899
Colon (C18),F,1960,N0_4,0,887
Colon (C18),F,1961,N0_4,0,911
Colon (C18),F,1962,N0_4,0,935
Colon (C18),F,1963,N0_4,0,993
Colon (C18),F,1964,N0_4,1,1043
Colon (C18),F,1965,N0_4,0,1022
Colon (C18),F,1966,N0_4,0,1163
Colon (C18),F,1967,N0_4,0,1153
Colon (C18),F,1968,N0_4,0,1249
Colon (C18),F,1969,N0_4,0,1288
Colon (C18),F,1970,N0_4,0,1261
Colon (C18),F,1971,N0_4,0,7899
Colon (C18),F,1972,N0_4,0,8013
Colon (C18),F,1973,N0_4,0,8434
Colon (C18),F,1974,N0_4,0,8893
Colon (C18),F,1975,N0_4,0,9068
Colon (C18),F,1976,N0_4,0,9193
Colon (C18),F,1977,N0_4,0,9509
Colon (C18),F,1978,N0_4,0,10845
Colon (C18),F,1979,N0_4,0,10764
Colon (C18),F,1980,N0_4,1,11114
Colon (C18),F,1981,N0_4,0,11684
Colon (C18),F,1982,N0_4,1,11678
Colon (C18),F,1983,N0_4,0,14118
Colon (C18),F,1984,N0_4,0,13923
Colon (C18),F,1985,N0_4,0,14549
Colon (C18),F,1986,N0_4,0,14655
Colon (C18),F,1987,N0_4,2,15276
Colon (C18),F,1988,N0_4,0,16893
Colon (C18),F,1989,N0_4,0,19441
Colon (C18),F,1990,N0_4,1,19831
Colon (C18),F,1991,N0_4,0,20193
Colon (C18),F,1992,N0_4,0,20892
Colon (C18),F,1993,N0_4,0,21409
Colon (C18),F,1994,N0_4,0,22591
Colon (C18),F,1995,N0_4,0,22666
Colon (C18),F,1996,N0_4,1,23115
Colon (C18),F,1997,N0_4,0,23420
Colon (C18),F,1998,N0_4,0,26292
Colon (C18),F,1999,N0_4,1,26530
Colon (C18),F,2000,N0_4,0,26806
Colon (C18),F,2001,N0_4,0,26835
Colon (C18),F,2002,N0_4,1,26916
Colon (C18),F,2003,N0_4,0,29340
Colon (C18),F,2004,N0_4,0,30628
Colon (C18),F,2005,N0_4,0,30460
Colon (C18),F,2006,N0_4,0,31404
Colon (C18),F,2007,N0_4,0,31826
Colon (C18),F,2008,N0_4,0,33164
Colon (C18),F,2009,N0_4,0,33725
Colon (C18),F,2010,N0_4,0,34275
Colon (C18),F,2011,N0_4,0,35209
Colon (C18),F,2012,N0_4,0,35220
Colon (C18),F,2013,N0_4,1,35410
Colon (C18),F,2014,N0_4,0,36951
Colon (C18),F,2015,N0_4,0,37371
Colon (C18),F,2016,N0_4,0,37529
Colon (C18),F,2017,N0_4,0,35644
Rectum and anus (C19-21),M,1953,N0_4,0,597
Rectum and anus (C19-21),M,1954,N0_4,0,621
Rectum and anus (C19-21),M,1955,N0_4,0,593
Rectum and anus (C19-21),M,1956,N0_4,0,620
Rectum and anus (C19-21),M,1957,N0_4,0,666
Rectum and anus (C19-21),M,1958,N0_4,0,632
Rectum and anus (C19-21),M,1959,N0_4,0,746
Rectum and anus (C19-21),M,1960,N0_4,0,721
Rectum and anus (C19-21),M,1961,N0_4,0,749
Rectum and anus (C19-21),M,1962,N0_4,0,746
Rectum and anus (C19-21),M,1963,N0_4,0,775
Rectum and anus (C19-21),M,1964,N0_4,0,747
Rectum and anus (C19-21),M,1965,N0_4,0,763
Rectum and anus (C19-21),M,1966,N0_4,0,756
Rectum and anus (C19-21),M,1967,N0_4,0,782
Rectum and anus (C19-21),M,1968,N0_4,0,913
Rectum and anus (C19-21),M,1969,N0_4,0,914
Rectum and anus (C19-21),M,1970,N0_4,0,913
Rectum and anus (C19-21),M,1971,N0_4,0,5136
Rectum and anus (C19-21),M,1972,N0_4,0,5093
Rectum and anus (C19-21),M,1973,N0_4,1,5583
Rectum and anus (C19-21),M,1974,N0_4,1,5598
Rectum and anus (C19-21),M,1975,N0_4,0,5718
Rectum and anus (C19-21),M,1976,N0_4,1,5750
Rectum and anus (C19-21),M,1977,N0_4,0,6039
Rectum and anus (C19-21),M,1978,N0_4,0,6650
Rectum and anus (C19-21),M,1979,N0_4,0,6985
Rectum and anus (C19-21),M,1980,N0_4,0,7091
Rectum and anus (C19-21),M,1981,N0_4,0,7266
Rectum and anus (C19-21),M,1982,N0_4,1,7154
Rectum and anus (C19-21),M,1983,N0_4,0,9691
Rectum and anus (C19-21),M,1984,N0_4,0,9531
Rectum and anus (C19-21),M,1985,N0_4,1,10122
Rectum and anus (C19-21),M,1986,N0_4,0,10030
Rectum and anus (C19-21),M,1987,N0_4,0,10216
Rectum and anus (C19-21),M,1988,N0_4,0,11605
Rectum and anus (C19-21),M,1989,N0_4,1,12991
Rectum and anus (C19-21),M,1990,N0_4,0,13286
Rectum and anus (C19-21),M,1991,N0_4,0,13540
Rectum and anus (C19-21),M,1992,N0_4,0,14313
Rectum and anus (C19-21),M,1993,N0_4,0,14877
Rectum and anus (C19-21),M,1994,N0_4,1,15547
Rectum and anus (C19-21),M,1995,N0_4,0,15876
Rectum and anus (C19-21),M,1996,N0_4,0,16552
Rectum and anus (C19-21),M,1997,N0_4,0,17174
Rectum and anus (C19-21),M,1998,N0_4,0,19150
Rectum and anus (C19-21),M,1999,N0_4,0,19444
Rectum and anus (C19-21),M,2000,N0_4,0,20014
Rectum and anus (C19-21),M,2001,N0_4,0,19841
Rectum and anus (C19-21),M,2002,N0_4,0,20605
Rectum and anus (C19-21),M,2003,N0_4,0,22321
Rectum and anus (C19-21),M,2004,N0_4,0,23009
Rectum and anus (C19-21),M,2005,N0_4,0,22998
Rectum and anus (C19-21),M,2006,N0_4,0,23256
Rectum and anus (C19-21),M,2007,N0_4,0,23652
Rectum and anus (C19-21),M,2008,N0_4,0,24453
Rectum and anus (C19-21),M,2009,N0_4,0,24727
Rectum and anus (C19-21),M,2010,N0_4,0,24960
Rectum and anus (C19-21),M,2011,N0_4,1,25020
Rectum and anus (C19-21),M,2012,N0_4,0,25411
Rectum and anus (C19-21),M,2013,N0_4,1,25177
Rectum and anus (C19-21),M,2014,N0_4,0,25608
Rectum and anus (C19-21),M,2015,N0_4,0,25636
Rectum and anus (C19-21),M,2016,N0_4,0,25996
Rectum and anus (C19-21),M,2017,N0_4,0,24949
Rectum and anus (C19-21),F,1953,N0_4,0,400
Rectum and anus (C19-21),F,1954,N0_4,0,422
Rectum and anus (C19-21),F,1955,N0_4,0,453
Rectum and anus (C19-21),F,1956,N0_4,0,477
Rectum and anus (C19-21),F,1957,N0_4,0,458
Rectum and anus (C19-21),F,1958,N0_4,0,531
Rectum and anus (C19-21),F,1959,N0_4,0,537
Rectum and anus (C19-21),F,1960,N0_4,0,531
Rectum and anus (C19-21),F,1961,N0_4,0,463
Rectum and anus (C19-21),F,1962,N0_4,0,503
Rectum and anus (C19-21),F,1963,N0_4,0,538
Rectum and anus (C19-21),F,1964,N0_4,0,580
Rectum and anus (C19-21),F,1965,N0_4,0,593
Rectum and anus (C19-21),F,1966,N0_4,0,597
Rectum and anus (C19-21),F,1967,N0_4,0,619
Rectum and anus (C19-21),F,1968,N0_4,0,650
Rectum and anus (C19-21),F,1969,N0_4,0,670
Rectum and anus (C19-21),F,1970,N0_4,0,754
Rectum and anus (C19-21),F,1971,N0_4,0,4124
Rectum and anus (C19-21),F,1972,N0_4,0,4318
Rectum and anus (C19-21),F,1973,N0_4,0,4566
Rectum and anus (C19-21),F,1974,N0_4,0,4649
Rectum and anus (C19-21),F,1975,N0_4,0,4780
Rectum and anus (C19-21),F,1976,N0_4,0,4747
Rectum and anus (C19-21),F,1977,N0_4,0,4918
Rectum and anus (C19-21),F,1978,N0_4,0,5778
Rectum and anus (C19-21),F,1979,N0_4,0,5768
Rectum and anus (C19-21),F,1980,N0_4,0,5958
Rectum and anus (C19-21),F,1981,N0_4,1,5993
Rectum and anus (C19-21),F,1982,N0_4,0,6098
Rectum and anus (C19-21),F,1983,N0_4,2,8279
Rectum and anus (C19-21),F,1984,N0_4,0,8180
Rectum and anus (C19-21),F,1985,N0_4,0,8261
Rectum and anus (C19-21),F,1986,N0_4,0,8351
Rectum and anus (C19-21),F,1987,N0_4,0,8385
Rectum and anus (C19-21),F,1988,N0_4,2,9487
Rectum and anus (C19-21),F,1989,N0_4,0,10864
Rectum and anus (C19-21),F,1990,N0_4,0,10701
Rectum and anus (C19-21),F,1991,N0_4,1,10872
Rectum and anus (C19-21),F,1992,N0_4,1,11285
Rectum and anus (C19-21),F,1993,N0_4,1,11580
Rectum and anus (C19-21),F,1994,N0_4,0,12025
Rectum and anus (C19-21),F,1995,N0_4,0,12188
Rectum and anus (C19-21),F,1996,N0_4,0,12411
Rectum and anus (C19-21),F,1997,N0_4,0,12903
Rectum and anus (C19-21),F,1998,N0_4,0,14535
Rectum and anus (C19-21),F,1999,N0_4,0,14815
Rectum and anus (C19-21),F,2000,N0_4,0,14682
Rectum and anus (C19-21),F,2001,N0_4,0,14590
Rectum and anus (C19-21),F,2002,N0_4,0,14739
Rectum and anus (C19-21),F,2003,N0_4,0,16204
Rectum and anus (C19-21),F,2004,N0_4,0,16452
Rectum and anus (C19-21),F,2005,N0_4,0,16692
Rectum and anus (C19-21),F,2006,N0_4,0,16627
Rectum and anus (C19-21),F,2007,N0_4,0,16936
Rectum and anus (C19-21),F,2008,N0_4,0,16806
Rectum and anus (C19-21),F,2009,N0_4,0,17127
Rectum and anus (C19-21),F,2010,N0_4,0,17007
Rectum and anus (C19-21),F,2011,N0_4,0,17437
Rectum and anus (C19-21),F,2012,N0_4,0,17238
Rectum and anus (C19-21),F,2013,N0_4,0,16972
Rectum and anus (C19-21),F,2014,N0_4,0,17603
Rectum and anus (C19-21),F,2015,N0_4,0,17644
Rectum and anus (C19-21),F,2016,N0_4,1,17310
Rectum and anus (C19-21),F,2017,N0_4,0,16689
Liver and intrahepatic bile ducts (C22),M,1953,N0_4,0,32
Liver and intrahepatic bile ducts (C22),M,1954,N0_4,2,29
Liver and intrahepatic bile ducts (C22),M,1955,N0_4,1,28
Liver and intrahepatic bile ducts (C22),M,1956,N0_4,1,40
Liver and intrahepatic bile ducts (C22),M,1957,N0_4,1,39
Liver and intrahepatic bile ducts (C22),M,1958,N0_4,1,41
Liver and intrahepatic bile ducts (C22),M,1959,N0_4,1,48
Liver and intrahepatic bile ducts (C22),M,1960,N0_4,0,75
Liver and intrahepatic bile ducts (C22),M,1961,N0_4,0,78
Liver and intrahepatic bile ducts (C22),M,1962,N0_4,1,71
Liver and intrahepatic bile ducts (C22),M,1963,N0_4,2,82
Liver and intrahepatic bile ducts (C22),M,1964,N0_4,0,107
Liver and intrahepatic bile ducts (C22),M,1965,N0_4,2,98
Liver and intrahepatic bile ducts (C22),M,1966,N0_4,2,133
Liver and intrahepatic bile ducts (C22),M,1967,N0_4,3,140
Liver and intrahepatic bile ducts (C22),M,1968,N0_4,1,129
Liver and intrahepatic bile ducts (C22),M,1969,N0_4,2,127
Liver and intrahepatic bile ducts (C22),M,1970,N0_4,5,128
Liver and intrahepatic bile ducts (C22),M,1971,N0_4,7,599
Liver and intrahepatic bile ducts (C22),M,1972,N0_4,7,613
Liver and intrahepatic bile ducts (C22),M,1973,N0_4,8,624
Liver and intrahepatic bile ducts (C22),M,1974,N0_4,7,718
Liver and intrahepatic bile ducts (C22),M,1975,N0_4,3,731
Liver and intrahepatic bile ducts (C22),M,1976,N0_4,5,679
Liver and intrahepatic bile ducts (C22),M,1977,N0_4,10,730
Liver and intrahepatic bile ducts (C22),M,1978,N0_4,3,871
Liver and intrahepatic bile ducts (C22),M,1979,N0_4,2,926
Liver and intrahepatic bile ducts (C22),M,1980,N0_4,4,967
Liver and intrahepatic bile ducts (C22),M,1981,N0_4,2,1002
Liver and intrahepatic bile ducts (C22),M,1982,N0_4,6,1015
Liver and intrahepatic bile ducts (C22),M,1983,N0_4,5,1694
Liver and intrahepatic bile ducts (C22),M,1984,N0_4,11,1776
Liver and intrahepatic bile ducts (C22),M,1985,N0_4,8,1812
Liver and intrahepatic bile ducts (C22),M,1986,N0_4,10,1869
Liver and intrahepatic bile ducts (C22),M,1987,N0_4,17,2112
Liver and intrahepatic bile ducts (C22),M,1988,N0_4,12,2477
Liver and intrahepatic bile ducts (C22),M,1989,N0_4,10,2641
Liver and intrahepatic bile ducts (C22),M,1990,N0_4,18,2757
Liver and intrahepatic bile ducts (C22),M,1991,N0_4,18,2990
Liver and intrahepatic bile ducts (C22),M,1992,N0_4,11,2918
Liver and intrahepatic bile ducts (C22),M,1993,N0_4,23,3325
Liver and intrahepatic bile ducts (C22),M,1994,N0_4,19,3556
Liver and intrahepatic bile ducts (C22),M,1995,N0_4,11,3620
Liver and intrahepatic bile ducts (C22),M,1996,N0_4,22,3897
Liver and intrahepatic bile ducts (C22),M,1997,N0_4,19,4076
Liver and intrahepatic bile ducts (C22),M,1998,N0_4,15,4925
Liver and intrahepatic bile ducts (C22),M,1999,N0_4,23,5140
Liver and intrahepatic bile ducts (C22),M,2000,N0_4,24,5436
Liver and intrahepatic bile ducts (C22),M,2001,N0_4,29,5528
Liver and intrahepatic bile ducts (C22),M,2002,N0_4,16,5766
Liver and intrahepatic bile ducts (C22),M,2003,N0_4,26,6614
Liver and intrahepatic bile ducts (C22),M,2004,N0_4,27,6851
Liver and intrahepatic bile ducts (C22),M,2005,N0_4,17,7066
Liver and intrahepatic bile ducts (C22),M,2006,N0_4,26,7376
Liver and intrahepatic bile ducts (C22),M,2007,N0_4,31,7884
Liver and intrahepatic bile ducts (C22),M,2008,N0_4,30,8096
Liver and intrahepatic bile ducts (C22),M,2009,N0_4,28,8573
Liver and intrahepatic bile ducts (C22),M,2010,N0_4,19,8920
Liver and intrahepatic bile ducts (C22),M,2011,N0_4,39,9167
Liver and intrahepatic bile ducts (C22),M,2012,N0_4,33,9747
Liver and intrahepatic bile ducts (C22),M,2013,N0_4,25,10604
Liver and intrahepatic bile ducts (C22),M,2014,N0_4,28,10880
Liver and intrahepatic bile ducts (C22),M,2015,N0_4,29,10968
Liver and intrahepatic bile ducts (C22),M,2016,N0_4,24,11336
Liver and intrahepatic bile ducts (C22),M,2017,N0_4,30,10886
Liver and intrahepatic bile ducts (C22),F,1953,N0_4,0,20
Liver and intrahepatic bile ducts (C22),F,1954,N0_4,0,19
Liver and intrahepatic bile ducts (C22),F,1955,N0_4,1,23
Liver and intrahepatic bile ducts (C22),F,1956,N0_4,1,27
Liver and intrahepatic bile ducts (C22),F,1957,N0_4,0,30
Liver and intrahepatic bile ducts (C22),F,1958,N0_4,0,28
Liver and intrahepatic bile ducts (C22),F,1959,N0_4,1,22
Liver and intrahepatic bile ducts (C22),F,1960,N0_4,1,23
Liver and intrahepatic bile ducts (C22),F,1961,N0_4,1,37
Liver and intrahepatic bile ducts (C22),F,1962,N0_4,1,36
Liver and intrahepatic bile ducts (C22),F,1963,N0_4,3,51
Liver and intrahepatic bile ducts (C22),F,1964,N0_4,0,52
Liver and intrahepatic bile ducts (C22),F,1965,N0_4,0,51
Liver and intrahepatic bile ducts (C22),F,1966,N0_4,1,84
Liver and intrahepatic bile ducts (C22),F,1967,N0_4,0,62
Liver and intrahepatic bile ducts (C22),F,1968,N0_4,1,96
Liver and intrahepatic bile ducts (C22),F,1969,N0_4,2,79
Liver and intrahepatic bile ducts (C22),F,1970,N0_4,0,92
Liver and intrahepatic bile ducts (C22),F,1971,N0_4,2,397
Liver and intrahepatic bile ducts (C22),F,1972,N0_4,2,394
Liver and intrahepatic bile ducts (C22),F,1973,N0_4,2,447
Liver and intrahepatic bile ducts (C22),F,1974,N0_4,8,509
Liver and intrahepatic bile ducts (C22),F,1975,N0_4,3,416
Liver and intrahepatic bile ducts (C22),F,1976,N0_4,1,443
Liver and intrahepatic bile ducts (C22),F,1977,N0_4,8,483
Liver and intrahepatic bile ducts (C22),F,1978,N0_4,3,567
Liver and intrahepatic bile ducts (C22),F,1979,N0_4,8,549
Liver and intrahepatic bile ducts (C22),F,1980,N0_4,5,591
Liver and intrahepatic bile ducts (C22),F,1981,N0_4,0,617
Liver and intrahepatic bile ducts (C22),F,1982,N0_4,8,617
Liver and intrahepatic bile ducts (C22),F,1983,N0_4,8,1071
Liver and intrahepatic bile ducts (C22),F,1984,N0_4,10,1146
Liver and intrahepatic bile ducts (C22),F,1985,N0_4,8,1200
Liver and intrahepatic bile ducts (C22),F,1986,N0_4,7,1132
Liver and intrahepatic bile ducts (C22),F,1987,N0_4,4,1280
Liver and intrahepatic bile ducts (C22),F,1988,N0_4,14,1481
Liver and intrahepatic bile ducts (C22),F,1989,N0_4,8,1548
Liver and intrahepatic bile ducts (C22),F,1990,N0_4,10,1557
Liver and intrahepatic bile ducts (C22),F,1991,N0_4,11,1713
Liver and intrahepatic bile ducts (C22),F,1992,N0_4,8,1696
Liver and intrahepatic bile ducts (C22),F,1993,N0_4,14,1914
Liver and intrahepatic bile ducts (C22),F,1994,N0_4,15,2175
Liver and intrahepatic bile ducts (C22),F,1995,N0_4,13,1975
Liver and intrahepatic bile ducts (C22),F,1996,N0_4,13,2182
Liver and intrahepatic bile ducts (C22),F,1997,N0_4,11,2287
Liver and intrahepatic bile ducts (C22),F,1998,N0_4,10,2665
Liver and intrahepatic bile ducts (C22),F,1999,N0_4,14,2755
Liver and intrahepatic bile ducts (C22),F,2000,N0_4,9,2809
Liver and intrahepatic bile ducts (C22),F,2001,N0_4,15,2895
Liver and intrahepatic bile ducts (C22),F,2002,N0_4,18,2996
Liver and intrahepatic bile ducts (C22),F,2003,N0_4,17,3221
Liver and intrahepatic bile ducts (C22),F,2004,N0_4,16,3374
Liver and intrahepatic bile ducts (C22),F,2005,N0_4,15,3452
Liver and intrahepatic bile ducts (C22),F,2006,N0_4,24,3589
Liver and intrahepatic bile ducts (C22),F,2007,N0_4,21,3811
Liver and intrahepatic bile ducts (C22),F,2008,N0_4,13,3777
Liver and intrahepatic bile ducts (C22),F,2009,N0_4,12,4127
Liver and intrahepatic bile ducts (C22),F,2010,N0_4,20,4358
Liver and intrahepatic bile ducts (C22),F,2011,N0_4,25,4403
Liver and intrahepatic bile ducts (C22),F,2012,N0_4,22,4626
Liver and intrahepatic bile ducts (C22),F,2013,N0_4,26,4849
Liver and intrahepatic bile ducts (C22),F,2014,N0_4,25,4919
Liver and intrahepatic bile ducts (C22),F,2015,N0_4,17,5150
Liver and intrahepatic bile ducts (C22),F,2016,N0_4,19,5103
Liver and intrahepatic bile ducts (C22),F,2017,N0_4,24,4962
Gallbladder and extrahepatic ducts (C23-24),M,1953,N0_4,0,44
Gallbladder and extrahepatic ducts (C23-24),M,1954,N0_4,0,50
Gallbladder and extrahepatic ducts (C23-24),M,1955,N0_4,0,44
Gallbladder and extrahepatic ducts (C23-24),M,1956,N0_4,0,65
Gallbladder and extrahepatic ducts (C23-24),M,1957,N0_4,0,59
Gallbladder and extrahepatic ducts (C23-24),M,1958,N0_4,0,90
Gallbladder and extrahepatic ducts (C23-24),M,1959,N0_4,0,63
Gallbladder and extrahepatic ducts (C23-24),M,1960,N0_4,0,85
Gallbladder and extrahepatic ducts (C23-24),M,1961,N0_4,0,103
Gallbladder and extrahepatic ducts (C23-24),M,1962,N0_4,0,77
Gallbladder and extrahepatic ducts (C23-24),M,1963,N0_4,0,94
Gallbladder and extrahepatic ducts (C23-24),M,1964,N0_4,0,89
Gallbladder and extrahepatic ducts (C23-24),M,1965,N0_4,0,94
Gallbladder and extrahepatic ducts (C23-24),M,1966,N0_4,0,104
Gallbladder and extrahepatic ducts (C23-24),M,1967,N0_4,0,101
